-4.807926829268292	11.386170212765958	1	1	1	0
-4.807926829268292	11.377127659574468	1	1	1	0
-4.807926829268292	11.368085106382978	13	1	1	0
-4.807926829268292	11.35904255319149	14	1	1	0
-4.807926829268292	11.35	1	1	1	0
-4.807926829268292	11.34095744680851	5	1	1	0
-4.807926829268292	11.322872340425532	44	1	1	0
-4.807926829268292	11.313829787234042	1006	1	1	0
-4.807926829268292	11.304787234042553	377	1	1	0
-4.807926829268292	11.295744680851064	1	1	1	0
-4.807926829268292	11.286702127659574	8	1	1	0
-4.807926829268292	11.277659574468085	16	1	1	0
-4.807926829268292	11.268617021276595	1	1	1	0
-4.807926829268292	11.259574468085106	114	1	1	0
-4.807926829268292	11.250531914893617	134	1	1	0
-4.807926829268292	11.241489361702127	117	1	1	0
-4.807926829268292	11.232446808510637	140	1	1	0
-4.807926829268292	11.21436170212766	1	1	1	0
-4.807926829268292	11.20531914893617	8	1	1	0
-4.807926829268292	11.196276595744681	50	1	1	0
-4.807926829268292	11.187234042553191	16	1	1	0
-4.807926829268292	11.178191489361701	5	1	1	0
-4.807926829268292	11.169148936170213	144	1	1	0
-4.807926829268292	11.160106382978723	7	1	1	0
-4.807926829268292	11.151063829787233	2	1	1	0
-4.807926829268292	11.142021276595745	5	1	1	0
-4.807926829268292	11.132978723404255	30	1	1	0
-4.807926829268292	11.123936170212765	29	1	1	0
-4.807926829268292	11.114893617021277	13	1	1	0
-4.807926829268292	11.105851063829787	11	1	1	0
-4.807926829268292	11.096808510638297	8	1	1	0
-4.807926829268292	11.051595744680851	25	1	1	0
-4.807926829268292	11.042553191489361	5	1	1	0
-4.807926829268292	11.033510638297873	12	1	1	0
-4.807926829268292	11.024468085106383	13	1	1	0
-4.807926829268292	11.015425531914893	5	1	1	0
-4.807926829268292	11.006382978723405	13	1	1	0
-4.807926829268292	10.997340425531915	11	1	1	0
-4.807926829268292	10.988297872340425	105	1	1	0
-4.807926829268292	10.979255319148937	149	1	1	0
-4.807926829268292	10.961170212765957	1	1	1	0
-4.807926829268292	10.943085106382979	34	1	1	0
-4.807926829268292	10.934042553191489	3	1	1	0
-4.807926829268292	10.925	1	1	1	0
-4.807926829268292	10.91595744680851	173	1	1	0
-4.807926829268292	10.90691489361702	16	1	1	0
-4.807926829268292	10.897872340425533	51	1	1	0
-4.807926829268292	10.888829787234043	62	1	1	0
-4.807926829268292	10.870744680851065	31	1	1	0
-4.807926829268292	10.861702127659575	4	1	1	0
-4.807926829268292	10.852659574468085	422	1	1	0
-4.807926829268292	10.843617021276597	148	1	1	0
-4.807926829268292	10.834574468085107	1	1	1	0
-4.807926829268292	10.825531914893617	12	1	1	0
-4.807926829268292	10.816489361702128	7	1	1	0
-4.807926829268292	10.807446808510639	5	1	1	0
-4.807926829268292	10.78936170212766	1	1	1	0
-4.807926829268292	10.753191489361702	59	1	1	0
-4.807926829268292	10.744148936170212	396	1	1	0
-4.807926829268292	10.735106382978724	17	1	1	0
-4.807926829268292	10.726063829787234	17	1	1	0
-4.807926829268292	10.707978723404256	4	1	1	0
-4.807926829268292	10.698936170212766	1	1	1	0
-4.807926829268292	10.689893617021276	2	1	1	0
-4.807926829268292	10.680851063829788	1	1	1	0
-4.807926829268292	10.671808510638298	168	1	1	0
-4.807926829268292	10.662765957446808	23	1	1	0
-4.798780487804878	11.395212765957446	2	1	1	0
-4.798780487804878	11.368085106382978	15	1	1	0
-4.798780487804878	11.35904255319149	6	1	1	0
-4.798780487804878	11.35	6	1	1	0
-4.798780487804878	11.331914893617022	572	1	1	0
-4.798780487804878	11.322872340425532	3273	1	1	0
-4.798780487804878	11.313829787234042	4586	1	1	0
-4.798780487804878	11.304787234042553	2582	1	1	0
-4.798780487804878	11.295744680851064	9	1	1	0
-4.798780487804878	11.286702127659574	7	1	1	0
-4.798780487804878	11.277659574468085	21	1	1	0
-4.798780487804878	11.268617021276595	18	1	1	0
-4.798780487804878	11.250531914893617	12	1	1	0
-4.798780487804878	11.241489361702127	6	1	1	0
-4.798780487804878	11.232446808510637	92	1	1	0
-4.798780487804878	11.21436170212766	3	1	1	0
-4.798780487804878	11.20531914893617	11	1	1	0
-4.798780487804878	11.196276595744681	23	1	1	0
